@manan Hahaha don't worry Microsoft will giveaway WP7 devices to all attendees. :D	
Microsoft Windows Phone 7 Screenshots and Live Demo Video Walkthrough Preview	
So that's the horse that always runs from Redmond. RT @verge: Microsoft paid Nokia $250 million to use Windows Phone in Q4 2011	
@thurrott #microsoft is trying everything to make WP7 successful. Public not interested	
Why is @microsoft calling their phone the "Windows Phone 7" Isn't it a "Windows 7 Phone"?	
Catching up on the Microsoft CES keynote on my windows phone, looking forward to windows 8	
@FlatlinerDOA completely log out out live.com to fix App Hub redirect #wp7dev...if not send me your liveid to brwatson(at)microsoft	
Just got our new #Nokia #Lumia800 dev phone, it's very nice. Time to brush off the C# skills. #walkbase #Microsoft #wp7	
Microsoft removes Imagewind from Marketplace, WP7 gets first bitter taste of rejection	
Just won an arc mouse courtesy of microsoft #wp7	
Windows Phone 7 is not all bad: "Microsoft's focus on gaming makes us sparkle and giggle with joy" YES, gaming-industry bigger than holywood	
Stupid phone. -.- it wiped half my texts and all my contacts... WP7 #FAIL #WP7 #HTC @HTC @MICROSOFT	
#Microsoft is definitely betting high on #WP7 Mango. Good event+high level tutor+amazing gift=happy Geek!	
RT @depression_net: Microsoft to release Mac sync tool Windows Phone 7: Microsoft is gonna actually release a sync tool for us Mac use.. ...	
@MicrosoftStore refused to honor a guy's win over them on the #WindowsPhoneChallenge today. Shady. And we didn't get the free phone either.	
@Nami_Zar might be coz I am using WP7 and just tested @TrueCaller which I like but still hate Microsoft lol	
Grateful to Microsoft for reinvigorating my Geek; #Silverlight, #C#, #wp7dev, #kinectdev.  Now if i just figure out a way to make a living.	
#wp7dev Has anyone tried detecting the current device as MicrosoftXDeviceEmulator and disabling your app from running in the emulator?	
Day3 of #DH2010 and the first mention I hear of Windows Phone7 is from a shout out from Scott Fierstein who works for Microsoft.	
Microsoft needs to just offer anyone with a win mo 6.x device a free upgrade to  #wp7 too	1
RT @nickmcquire: Just noticed that Stephen Elop - CEO of Nokia - follows Microsoft Windows Phone on Twitter! hhhmmmmm	
Nice one Microsoft: Microsoft celebrates Windows Phone 7 RTM with funeral parade for BlackBerry and iPhone - source @endgadet	
Microsoft is going to incentivise retail sales guys to sell WP7 devices - that's the sort of push needed to jump start 2012 sales	
@intellidesign @Cc_HUB  nice job. I'll be expecting my Windows Phone from the 'father christmas of Microsoft'. :-) #windowsPhoneCampLagos	
Microsoft Refuses To Answer This Simple, Critical Question About Windows Phone Software	
So, in the new Microsoft Windows Phone 7 campaign, Microsoft is the terrorists? #fail	
Is Microsoft really trying to convince us that if you buy a windows phone, you don't have to look at it as much?	
RT @alenoir: Microsoft investigates Windows Phone data bug: Microsoft is currently looking into a mystery problem with Window... http:// ...	
"sitalab: Best stand at MWC - Microsoft. The single simple message that WinPhone is fast worked." Ex	
@Hoista: No WP7 numbers released by Microsoft. Which probably means they were too bad to report. / @GuamGuy#TAB#do you think so?	
Hello Thailand Zune software version 4.7 is now ready to receive your Windows Phone 7: Microsoft has taken care of a little bit of...	
Windows Phone within the Microsoft is a more suitable title for the presentation indeed. I wonder why they changed it. #MSDays2012	
Now, Microsoft, you just gotta get IE9 into Windows Phone 7 and we might get some web apps for you.	
#Microsoft makes a #photosynth app for iOS and not Windows Mobile?  are you serious. I mean i'm happy but if I had a WP7 I'd be pissed #fail	
Now that Google as bought Motorola Mobility I hope Microsoft will buy Nokia #WP7	1
RT @eWEEKNews: Windows Phone Road Map Details 'Tango,' 'Apollo' - Microsoft's Windows Phone will undergo two significant updates in.....	
@MickyFin @mikap Microsoft actually has some support for WP7 and MacOSX	
Looks like Microsoft finally fixed the Keyboard issue on Windows Phone! :)	
*  Microsoft Links Metro Theme to Jquery Mobile, Windows Phone	
Unless #Nokia becomes the only #WP7 phone manufacturer, exclusively, there isn't a snowball chance in hell they will survive.. #Microsoft	1
This Thursday Microsoft will be on campus hosting a windows phone app development wkshp from 5:30-9 DM for details! RT!	
RT @megacooldeals: Microsoft outlines new enterprise features coming to Windows Phone ‘Mango ' When Microsoft takes the stage May 24th t ...	
Oh waow, with Microsoft killing active sync, they messed up calendar and contact syncing, as wp7 doesn't sync with outlook itself.	
got smoked at 'smoked by windows phone' at the Microsoft Store. free $25 gift cards for losing. Got in line twice for free 50 bucks	
@Undeadwolfy @phonescience RIM is dying, hopefully some of their customers will flock to WP7. That'll get the ball rolling for Microsoft.	
Wondering what could be main event of Microsoft CEO Steve Ballmer's #CES keynote tonight. Haven't heard any good scuttlebutt. WP7 tablet?	
Got my free Windows Phone from Microsoft and @klout today!  Pretty nice piece of hardware.	
I hate to admit it, but I'm keen to see what happens #nokia #wp7 #microsoft	
Just made my first #WP7 app that can talk to #WCF #REST service. Microsoft #DevTools rock !	
RT @wpsauce: IM+ for #wp7 drops WLM  / MSN support again in v1.4 due to removal request from Microsoft.	
Aww c'mon #Castle you had an iPhone before. Now you have a Windows phone and use bing? Point to you Microsoft...	
@kid_jenius Malamang. Siyempre, kahit anong version ng Windows Phone pa 'yun. It's Faster than Android. Try to compare Microsoft to Google	
RT @henrycowell: Microsoft benchmarks Windows Phone browser against iPhone 4 and ...: Microsoft's demonstration will put pressure... htt ...	
RT @miguelcarrasco: Microsoft demo's IMDB on Windows Phone 7.  My wife loves it.  The application looks better than the one on the iPhon ...	
RT @microsoftnews: Windows Phone developers to get copy-and-paste tools and more Microsoft news from the week: Here's a round-up of... h ...	
Reaching out to all of my Microsoft peeps. @peterjosling is looking for a good set of tutorials for WP7 SDK. Any tips or links?	
Any idea how to remove PIN request in #windowsphone #wp7 #nokia #lumia #mobile #microsoft	
The endeavor to deliver the beauty of WP7 by Microsoft can be seen in advertising and product quality.	
challange accepted RT @MicrosoftStore Your smartphone isn't as fast as our Windows Phone. If we're wrong, you win a #HungerGames Special ...	
You can develop one application for both of windows 8 and windows phone 7 #amazing #Microsoft #build	
Installed #Facebook version 2.0 for #wp7 Great job #Microsoft now WE WANT more others official APPS.	1
The latest flavor of the popular Angry Birds game will not land on Windows Phone anytime soon despite Microsoft's alliance wi...  #imgeek	
@nicolegalletta Xbox live is a pretty lucrative business for Microsoft. They're bringing it to Windows phone 7, so I guess they're...	
So has Microsoft finally fixed the previously lousy font rendering with WinPhone 7 launch yet? I'd love to see that please :)	1
Is it now called "Nokia Windows Phone"? #nokia #microsoft	
RT @alxwinter: Big shout out to @chriscapossela for Microsoft gifts. Wife LOVES the Windows phone - replaced her iPhone. The Kinect pass ...	
why cant i add the ironruby.dll to my windows phone 7 project? i get "type universe cannot resolve assembly". adding microsoft.dynamic works	
RT @brian_wong: Microsoft bought Skype, but there is no Skype app for Windows Phone. That makes no sense.	
@Microsoft You now have a WP7 fanboy and developer ;)	
Will Windows Phone Get Instagram Before Andorid?: FastCompany is reporting that Instagram is working with Microsoft to develop a version...	
Got invited to the Microsoft Windows Phone networking event, can't wait for this event! Will get to hang with the team, WOOT =)	
@tlowdermilk @Microsoft @Skype I want Lync, Live Messenger (still with FB chat), Skype in a single Win7 app; and natively in #wp7 and #win8	
Microsoft adding wireless file beaming to Windows phones, PCs, and Xbox?	
#Microsoft VP Frank Shaw mum about #WP7 Windows Phone 7 sales during interview on NPR.	
RT @BBCClick: Microsoft to launch new Windows Phones today. Multiple handset partners expected at launch, handsets likely to be ready by ...	
microsoft windows: windows phone 6, windows phone 7	
@microsoft_leo cool offer, but only in USA ? #2-for-1#WindowsPhone	
RT @screenreach: Find out about the development of our app for @microsoft Windows Phone 7 in our interview with @rogueplanetoid...http:/ ...	
@efjay01 Yep - it's a conspiracy against Microsoft and #wp7.	
Windows Phone launches in world's biggest mobile market, China: Microsoft and Taiwanese smartphone maker HTC announced on Wednesday t...	
Is windows phone better than Android? Yes, is it better than the iPhone? Hell fucking yes, but it lacks the advert factor :[ @Microsoft	
Microsoft to hires #WP7 sales and technical sales in mas for many european country. I hope they'll do their best!	
Microsoft has a winner w Windows Phone 7. Gonna give android and apple a fight. It's sweet, me likey! But iPhone4 still rocks siullll!!! #fb	
Application Bar in Xaml, very intuitive and dynamically auto-adjustable by default! #Nokia #WP7 #NokiaDev #Microsoft #NWPTraining	
RT @baxiabhishek: Valid points. cc: @WindowsPhoneInd RT @manan Microsoft India Holds The Worst Product Launch For Windows Phone http://t ...	
RT @BGRIndia: Will Microsoft launch Windows Phone 7.5 in India on October 12?: A teaser ‘block your date' invite from Microsof... http:/ ...	
Lol so much for Microsoft's claim that the web browser in windows phone 7 mango is fully html 5 capable of can't even view html 5 videos lol	
Microsoft's Windows Phone Marketplace is now home to more than 25,000 applications, according to app tracking website WindowsPhoneAppList	
Microsoft enables Android and iOS users to experience Windows Phone 7... via the web: #N##TAB##N#Still tempted by the fruit of another? If yo...	
@lexintux Long time ago Microsoft bought skype.There is no skype client for wp7.If u want to kill it,sell it to Microsoft.	
So nice of Microsoft to include QR Code reader into the #windowsphone Bing Vision out of the box. Super convenient.	
@BenThePCGuy any plans to bring #smokedbywindowsphone to the Bellevue @MicrosoftStore? I'll be there if it happens	
Looks like Microsoft's integrated #WP7 experience is beating Apple at its old game.  No more "buggy (non-multi-tasking) crapp for that".	
My relationship with the Android SDK is manic at best.#WP7 tomorrow, back to #Microsoft land for awhile.	
hahaha. Microsoft says windows phones has had siri like capabilities for an year now.  This proves no one uses Windows phones.	
My commute this morning rocks thanks to @HTC , @Microsoft and @TMobile ! #ICS on my #HD7 #Mango #WP7	
Thank you for the cheering section for Windows Phone 7: those hundred dollar bills were well-spent. #Microsoft #CES #Cringe	
@yonafin Hey Jonathon, what'd you think about the #Windows 8 and #WindowsPhone devices at the #SXSW #Microsoft Lounge? ^LK	
@vbandi @JesseLiberty  #WP7 You forgot to put "Microsoft" before all that. :)	
@MicrosoftStore I love my windows phone... Via twitter for iPhone XD	
Microsoft said in May that it had no plans to make WP7 tablets. I wonder how those plans have changed; tablet mania is still going strong.	
Microsoft to spend $400 - $500 million marketing Windows Phone 7. In the end it depends if the phone matches iPhone and Android....	
RT @WindowsPhoneAU: Seems Microsoft is being cautious with the 1st wave of #WP7 updates. Frustrating, but wise to slow it down; unless y ...	
@MicrosoftStore Dont buy a windows phone! Go android or Ios!	
@patrickbosteels 1+1 can in this case only be > 0.5 if #Nokia does give #Microsoft #wp7 engineers a hard time.	
RT @ceoStephenElop: Windows Phone 7 doesn't have PC sync. I offered Ovi Suite for Microsoft to fill the gap, but they declined. I wonder ...	
Just submitted an update to Hypership #WP7 for Microsoft approval. We made some significant performance improvements this time.	
Mobile Crunch: Microsoft Ports One Of Windows Phone 7′s Few Unique Features To The iPhone  #mobile	
OH. #WP7 requires "activation" ... how very Microsoft!	1
